name,species,treatment,after_treatment,common_potential,cell_type,notes,AP_peak,AP_amp,max_dvdt,min_dvdt,halfwidth,resonance_freq,cutoff,input_R,sag,RMP,EPSC_5sec,EPSC_Hz,EPSC_amp,washin_change,washin_outcome,FI_50,FI_100,FI_150,FI_200,FI_250,FI_300,FI_350,FI_400,FI_450,FI_500,FI_550,FI_600,FI_650,FI_700,FI_750,FI_800,FI_850,FI_900,Layer,topLeaf_label
Sncg-IRES2-FlpO-neo;Ai65F-582323.05.03.01,mouse,50uM psilocin,1,0,pyramidal,,46.844482,80.509842,319.51904,-94.604492,0.76721191,0.5,7.3657198,29.901747,0.96905148,-74.95871,119.1111111,23.82222222,13.73346,-4.1685,hyperpolarized,0,0,0,0,0,0,0,0,0,1,6,9,11,,,,,,,
Sst-IRES-Cre;Ai14-581874.05.10.01,mouse,50uM psilocin,0,0,pyramidal,,50.689697,74.882271,391.8457,-92.773438,0.65917969,0.68181819,3.1724784,137.59119,0.99315763,-61.60458,35.4,7.08,8.42078,3.38761,depolarized,0,1,2,5,14,20,24,29,31,34,,,,,,,,,,
Sst-IRES-Cre;Ai14-581874.05.10.01,mouse,50uM psilocin,1,0,pyramidal,,50.506592,72.93132,351.25732,-85.449219,0.69458008,0.5,3.8243423,123.14887,0.94445544,-59.055099,35.33333333,7.066666667,8.41249,3.38761,depolarized,0,0,1,3,7,12,18,23,21,21,14,,,,,,,,,
Sncg-IRES2-FlpO-neo;Ai65F-582323.04.03.01,mouse,50uM psilocin,0,0,pyramidal,,44.586182,77.751602,384.52148,-99.487305,0.67944336,0.68181819,3.3239775,121.76277,0.95386308,-70.425758,115.9285714,23.18571429,11.10291,6.63183,depolarized,0,1,10,15,19,22,25,28,30,32,,,,,,,,,,
Sncg-IRES2-FlpO-neo;Ai65F-582323.04.03.01,mouse,50uM psilocin,1,0,pyramidal,,44.555664,78.909248,358.27637,-89.416504,0.76123047,0.5,2.8168774,145.43954,0.95457011,-63.924427,96.28571429,19.25714286,12.36008,6.63183,depolarized,0,5,13,20,26,30,33,36,38,34,,,,,,,,,,
H21.03.312.11.07.02.01,human,50uM psilocin,0,0,pyramidal,,39.154053,70.232941,224.91455,-108.64258,0.69055176,0.5,2.39661,144.07538,0.97026336,-40.878078,45.16666667,9.033333333,15.668693,-4.28831,hyperpolarized,8,16,22,28,33,36,41,43,46,48,,,,,,,,,,
H21.03.312.11.07.02.01,human,50uM psilocin,1,0,pyramidal,,37.475586,64.337967,189.81934,-97.045898,0.70874023,0.5,2.5145235,136.34888,0.98253971,-41.416729,43.57142857,8.714285714,14.314247,-4.28831,hyperpolarized,6,15,21,25,29,32,35,37,37,38,,,,,,,,,,
H21.03.312.11.05.02.01,human,50uM psilocin,0,0,pyramidal,,53.161621,84.629623,320.73975,-94.299316,0.79638672,0.5,2.0251412,119.20803,1.081512,-71.49028,20.375,4.075,10.64185,5.48326,depolarized,0,0,0,1,4,9,12,15,18,21,,,,,,,,,,
H21.03.312.11.05.02.01,human,50uM psilocin,1,0,pyramidal,,51.452637,82.965012,289.00146,-91.247559,0.8425293,0.5,2.3308201,106.63514,1.0667622,-65.52565,24.2,4.84,9.52604,5.48326,depolarized,0,0,0,2,8,12,15,17,19,21,,,,,,,,,,
H21.03.312.11.07.01.01,human,50uM psilocin,0,0,pyramidal,,51.940918,81.419197,309.14307,-99.182129,0.75537109,0.5,2.1235969,138.89656,1.1057242,-60.013489,21.125,4.225,7.54453,22.1989,depolarized,0,0,0,4,11,17,22,25,29,31,,,,,,,,,,
H21.03.312.11.07.01.01,human,50uM psilocin,1,0,pyramidal,,46.600342,68.861786,243.2251,-98.876953,0.7310791,0.5,3.4314582,105.07158,1.0362176,-53.228497,11.66666667,2.333333333,4.874096,22.1989,depolarized,0,0,0,9,15,20,24,27,30,32,,,,,,,,,,
H21.03.312.11.04.01.01,human,50uM psilocin,0,0,pyramidal,,41.320801,72.949738,250.85449,-112.91504,0.6854248,2,5.0425797,53.646885,1.1981151,-57.466187,84,16.8,8.81861,6.53287,depolarized,0,0,0,1,9,16,22,27,32,36,,,,,,,,,,
H21.03.312.11.04.01.01,human,50uM psilocin,1,0,pyramidal,,58.654785,76.346741,233.76465,-98.571777,0.7791748,1.9545455,5.241643,47.019833,1.3744105,-43.179169,62.125,12.425,7.85351,6.53287,depolarized,0,0,0,0,1,8,15,20,25,29,33,,,,,,,,,
H21.03.312.11.04.02.01,human,50uM psilocin,0,0,pyramidal,,42.419434,79.40136,333.25195,-144.34814,0.59899902,2.6818182,6.1979842,59.140575,1.2967312,-68.217728,57.71428571,11.54285714,8.89995,-6.44169,hyperpolarized,0,0,0,2,12,20,26,30,34,37,40,42,44,,,,,,,
H21.03.312.11.04.02.01,human,50uM psilocin,1,0,pyramidal,,43.304443,75.564682,282.2876,-121.45996,0.74194336,1.6818181,5.3177972,73.166107,1.2201456,-65.369255,40,8,6.04146,-6.44169,hyperpolarized,0,0,0,1,9,15,19,23,28,31,,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-582721.04.03.01,mouse,50uM psilocin,0,0,pyramidal,,49.041748,80.143555,327.45361,-68.664551,0.99682617,0.5,2.0585392,165.0442,0.98517382,-59.608967,79.4,15.88,8.89853,-3.78085,hyperpolarized,0,6,11,15,19,21,23,24,24,17,11,5,4,,,,,,,
Chat-IRES-Cre-neo;Ai14-582721.04.03.01,mouse,50uM psilocin,1,0,pyramidal,,45.318604,79.563393,306.39648,-64.086914,1.0704346,0.5,2.7446122,148.33371,0.96574128,-62.342205,32.57142857,6.514285714,8.04166,-3.78085,hyperpolarized,0,1,7,11,15,14,12,10,5,5,,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-582721.05.03.01,mouse,50uM psilocin,0,0,pyramidal,,56.976318,87.732773,383.30078,-82.397461,0.93579102,0.59090906,3.0917072,118.21577,0.9198944,-64.579735,26.88888889,5.377777778,10.3684,-3.94471,hyperpolarized,0,1,9,13,17,20,23,25,27,29,,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-582721.05.03.01,mouse,50uM psilocin,1,0,pyramidal,,58.624268,89.733452,417.48047,-79.345703,0.9251709,0.59090906,3.5076301,102.63069,0.96304315,-62.595943,49.53846154,9.907692308,12.64111,-3.94471,hyperpolarized,0,0,1,6,10,14,17,20,22,24,,,,,,,,,,
Vip-IRES-Cre;Ai14-584469.06.10.01,mouse,50uM psilocin,0,0,pyramidal,,48.492432,90.287033,358.27637,-65.002441,1.125,0.63636363,4.4101391,97.218925,0.90144348,-84.206841,118.875,23.775,9.4415,5.99712,depolarized,0,0,6,13,17,20,24,26,28,,,,,,,,,,,
Vip-IRES-Cre;Ai14-584469.06.10.01,mouse,50uM psilocin,1,0,pyramidal,,46.844482,91.253113,334.16748,-67.443848,1.1818848,0.63636363,4.8368459,92.003944,0.91401625,-82.690498,79.33333333,15.86666667,8.62058,5.99712,depolarized,0,0,7,12,15,18,20,21,21,17,,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-582722.04.03.01,mouse,50uM psilocybin,0,0,pyramidal,,54.779053,88.88176,375.67139,-92.163086,0.86230469,0.86363637,5.297606,89.481606,0.87311745,-73.407768,157.2307692,31.44615385,12.18703,-4.98063,hyperpolarized,0,0,1,9,14,19,23,26,30,32,35,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-582722.04.03.01,mouse,50uM psilocybin,1,0,pyramidal,,51.971436,90.021088,396.42334,-97.65625,0.84094238,0.81818181,4.8538184,82.468231,0.91992277,-74.598328,111.2,22.24,15.97699,-4.98063,hyperpolarized,0,0,3,10,15,20,24,27,30,33,,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-582722.04.04.01,mouse,50uM psilocybin,0,0,pyramidal,,44.311523,79.011353,304.87061,-84.533691,0.81652832,0.5,3.7982519,156.04599,1.0067189,-62.165661,23.91666667,4.783333333,10.9034,-4.10429,hyperpolarized,0,1,3,7,10,12,13,14,16,13,,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-582722.04.04.01,mouse,50uM psilocybin,1,0,pyramidal,,43.579102,83.240868,322.26562,-96.435547,0.7689209,0.5,5.875432,97.015495,0.99551606,-66.62722,21.54545455,4.309090909,13.01569,-4.10429,hyperpolarized,0,0,0,0,1,1,2,3,3,3,3,,,,,,,,,
Rbp4-Cre_KL100;Ai14-582710.02.01.01,mouse,50uM psilocybin,0,0,pyramidal,,66.802979,89.1026,401.61133,-99.79248,0.79248047,0.68181819,6.8647895,52.675617,0.93761432,-67.273895,88.9,17.78,9.2713,9.9175,depolarized,0,0,0,0,3,11,16,21,24,28,,,,,,,,,,
Rbp4-Cre_KL100;Ai14-582710.02.01.01,mouse,50uM psilocybin,1,0,pyramidal,,76.171875,85.870895,376.58691,-101.92871,0.78088379,0.5,5.4392457,59.822411,0.94350433,-50.795197,78.77777778,15.75555556,8.049927,9.9175,depolarized,0,0,0,0,8,13,17,20,23,25,27,,,,,,,,,
Rbp4-Cre_KL100;Ai14-585582.02.01.01,mouse,50uM psilocybin,0,0,interneuron,,43.640137,72.903854,350.03662,-157.16553,0.48913574,0.68181819,4.5999613,295.76535,1.0102122,-53.259052,73.90909091,14.78181818,9.40527,4.80608,depolarized,7,29,44,56,65,72,79,85,91,96,,,,,,,,,,
Rbp4-Cre_KL100;Ai14-585582.02.01.01,mouse,50uM psilocybin,1,0,interneuron,,43.182373,70.180374,339.96582,-146.48438,0.51525879,1.3181819,4.7660284,258.05661,0.95931333,-50.806034,49.28571429,9.857142857,7.99118,4.80608,depolarized,14,32,47,58,67,75,82,87,92,70,,,,,,,,,,
Rbp4-Cre_KL100;Ai14-585582.03.01.01,mouse,50uM psilocybin,0,0,pyramidal,,58.776855,91.08078,363.15918,-65.307617,1.12146,0.5,3.9452744,112.17916,0.84534383,-75.202827,56.27272727,11.25454545,16.59091,4.26124,depolarized,0,2,8,13,16,19,21,23,24,25,,,,,,,,,,
Rbp4-Cre_KL100;Ai14-585582.03.01.01,mouse,50uM psilocybin,1,0,pyramidal,,52.91748,94.38623,483.09326,-107.72705,0.70068359,0.5,4.0658455,101.65948,0.96858102,-68.344933,10.72727273,2.145454545,9.60011,4.26124,depolarized,0,0,1,7,12,17,23,27,32,36,39,42,,,,,,,,
Vip-IRES-Cre;Ai14-584471.08.03.01,mouse,50uM psilocin,0,0,pyramidal,,48.461914,86.719215,318.29834,-85.449219,0.97106934,0.5,8.1337223,74.83947,0.97209561,-81.698784,27.36363636,5.472727273,8.17587,3.42567,depolarized,0,0,0,0,6,11,15,18,21,24,26,,,,,,,,,
Vip-IRES-Cre;Ai14-584471.08.03.01,mouse,50uM psilocin,1,0,pyramidal,,44.219971,84.629532,325.62256,-78.735352,0.98364258,0.5,6.9519882,68.447784,0.97892702,-82.062866,17.73333333,3.546666667,9.84366,3.42567,depolarized,0,0,0,0,1,4,7,10,12,15,,,,,,,,,,
Vip-IRES-Cre;Ai14-584470.20.10.01,mouse,50uM psilocin,0,0,pyramidal,,38.17749,74.990082,267.63916,-68.054199,0.98974609,0.90909094,3.2654626,157.63641,1.0097142,-60.7514,18.58333333,3.716666667,6.60438,-4.70237,hyperpolarized,0,4,8,9,13,8,8,4,4,4,3,,,,,,,,,
Vip-IRES-Cre;Ai14-584470.20.10.01,mouse,50uM psilocin,1,0,pyramidal,,41.351318,76.623024,260.00977,-75.378418,0.90441895,0.5,4.0594864,162.35361,1.0120608,-57.031815,15.4,3.08,7.34007,-4.70237,hyperpolarized,1,1,3,2,2,2,1,2,2,1,2,2,,,,,,,,
Vip-IRES-Cre;Ai14-584471.05.04.01,mouse,50uM psilocin,0,0,pyramidal,,47.729492,84.844147,278.93066,-80.871582,0.99938965,,,80.409218,0.93322825,-78.785469,29.5,5.9,7.55801,4.39411,depolarized,0,0,0,5,9,14,18,22,24,26,,,,,,,,,,
Vip-IRES-Cre;Ai14-584471.05.04.01,mouse,50uM psilocin,1,0,pyramidal,,38.635254,77.59198,250.85449,-70.495605,1.0053711,,,89.842636,0.95964795,-74.872017,16.18181818,3.236363636,8.13346,4.39411,depolarized,0,0,0,2,9,12,15,18,21,20,,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-585475.05.04.01,mouse,50uM psilocybin,0,0,pyramidal,,59.936523,91.716705,419.6167,-80.566406,0.90527344,0.59090906,2.6153007,159.5598,1.0117911,-59.425045,20.66666667,4.133333333,10.55811,-4.08538,hyperpolarized,0,6,11,15,18,21,23,25,26,28,,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-585475.05.04.01,mouse,50uM psilocybin,1,0,pyramidal,,50.628662,84.642639,315.24658,-72.32666,1.0325928,0.5,2.3240101,143.21722,1.0238858,-61.401005,12.66666667,2.533333333,9.62642,-4.08538,hyperpolarized,0,3,9,12,17,20,22,23,22,22,20,,,,,,,,,
Vip-IRES-Cre;Ai14-585798.04.03.01,mouse,50uM psilocybin,0,0,pyramidal,,50.384521,86.415771,444.03076,-104.67529,0.69494629,0.81818181,8.5308847,117.27279,0.91750586,-68.487434,39.75,7.95,7.43042,5.15477,depolarized,0,0,0,2,3,5,8,13,18,20,26,26,,,,,,,,
Vip-IRES-Cre;Ai14-585798.04.03.01,mouse,50uM psilocybin,1,0,pyramidal,,25.726318,66.284477,260.00977,-78.430176,0.81933594,0.5,5.8731899,128.0603,0.94453377,-68.006004,27.71428571,5.542857143,6.94353,5.15477,depolarized,0,0,2,14,22,28,32,36,39,42,43,45,,,,,,,,
Chat-IRES-Cre-neo;Ai14-586529.05.03.01,mouse,50uM psilocin,0,0,pyramidal,,51.116943,86.394997,396.11816,-89.416504,0.82446289,0.63636363,2.0320423,124.74093,0.94479752,-72.233681,48.6,9.72,7.25013,-8.13936,hyperpolarized,0,1,11,18,24,29,32,36,39,43,45,48,,,,,,,,
Chat-IRES-Cre-neo;Ai14-586529.05.03.01,mouse,50uM psilocin,1,0,pyramidal,,47.607422,91.614502,230.40771,-48.217773,1.7122803,0.5,1.9304765,246.85728,1.719438,-76,30,6,5.31513,-8.13936,hyperpolarized,8,13,16,18,19,19,19,19,10,,,,,,,,,,,
Sst-IRES-Cre;Ai14-586747.02.01.01,mouse,50uM psilocin,0,0,pyramidal,,57.830811,92.897667,491.02783,-89.111328,0.83532715,0.5,4.3161573,83.169601,0.90212744,-75.356575,41.4,8.28,8.92038,0,No change,0,0,0,7,11,14,17,21,23,25,27,,,,,,,,,
Sst-IRES-Cre;Ai14-586747.02.01.01,mouse,50uM psilocin,1,0,pyramidal,,47.698975,83.448593,338.43994,-79.650879,0.98669434,0.5,4.4022837,95.458908,0.94848531,-73.817657,38.2,7.64,6.73943,0,No change,0,0,0,3,8,12,16,20,23,27,,,,,,,,,,
Sst-IRES-Cre;Ai14-586747.03.01.01,mouse,50uM psilocin,0,0,pyramidal,not healthy,50.750732,85.658745,440.06348,-110.16846,0.66943359,0.81818181,4.515449,68.67202,0.93226725,-77.255775,63.125,12.625,8.13278,33.9674,depolarized,0,0,0,0,8,14,18,21,24,26,28,,,,,,,,,
Sst-IRES-Cre;Ai14-586747.03.01.01,mouse,50uM psilocin,1,0,pyramidal,not healthy,50.170898,85.507202,435.48584,-107.72705,0.6895752,0.5,5.9215813,68.188248,0.96079826,-69.036858,68.125,13.625,10.47677,33.9674,depolarized,0,0,0,0,0,1,2,6,11,15,,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-586529.03.04.01,mouse,50uM psilocin,0,0,interneuron,,49.407959,91.325592,362.54883,-95.52002,0.86096191,1.3636364,4.2421536,124.11987,1.070716,-63.552059,108.6923077,21.73846154,8.7393,-4.10085,hyperpolarized,0,11,22,29,35,38,41,43,44,46,46,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-586529.03.04.01,mouse,50uM psilocin,1,0,interneuron,,51.239014,91.855629,349.73145,-93.078613,0.91992188,1.4545455,4.5502648,107.91616,1.1933724,-64.299278,102.75,20.55,11.577375,-4.10085,hyperpolarized,0,7,20,28,33,37,39,40,41,40,,,,,,,,,,
Sst-IRES-Cre;Ai14-586757.05.09.01,mouse,50uM psilocybin,0,0,pyramidal,,52.67334,90.015457,390.625,-84.228516,0.9276123,0.90909094,6.0712185,84.89595,0.86177009,-75.535126,29.28571429,5.857142857,12.01053,0,No change,0,0,0,2,4,6,9,13,16,18,22,,,,,,,,,
Sst-IRES-Cre;Ai14-586757.05.09.01,mouse,50uM psilocybin,1,0,pyramidal,,47.149658,84.562958,330.2002,-80.26123,0.9128418,0.63636363,6.0563822,109.52254,0.95199132,-67.822182,31.22222222,6.244444444,9.28125,0,No change,0,0,0,2,5,9,13,20,25,29,33,,,,,,,,,
Vip-IRES-Cre;Ai14-586170.01.10.01,mouse,50uM psilocybin,0,0,pyramidal,,51.727295,82.531395,316.46729,-79.040527,0.92077637,0.63636363,4.315279,139.86018,0.94795531,-63.143742,10.07142857,2.014285714,9.064369,5.58167,depolarized,0,0,4,10,15,19,24,27,30,32,27,,,,,,,,,
Vip-IRES-Cre;Ai14-586170.01.10.01,mouse,50uM psilocybin,1,0,pyramidal,,44.281006,76.425354,267.33398,-72.631836,0.99206543,0.5,2.98557,184.53783,0.94260812,-57.044846,7,1.4,7.5531,5.58167,depolarized,0,8,14,22,26,28,27,13,11,8,6,,,,,,,,,
H21.03.313.11.04.01.01,human,50uM psilocin,0,0,pyramidal,not healthy,51.055908,79.668999,228.88184,-70.19043,1.0273438,0.68181819,3.4919271,41.880486,1.0425115,-58.641903,29.11111111,5.822222222,9.076065,-29.1083,hyperpolarized,0,0,0,0,0,2,6,10,13,14,,,,,,,,,,
H21.03.313.11.04.01.01,human,50uM psilocin,1,0,pyramidal,not healthy,19.348145,62.726288,126.34277,-38.452148,1.4586182,1.2727273,4.9833231,56.297356,0.99247628,-59.079514,12.11111111,2.422222222,4.966805,-29.1083,hyperpolarized,0,0,1,6,8,10,8,6,2,7,10,,,,,,,,,
H21.03.313.11.04.02.01,human,50uM psilocin,0,0,pyramidal,not healthy,66.680908,79.02813,281.37207,-106.50635,0.67590332,1.1818181,3.5825143,36.026363,1.1327229,-38.33736,132.8181818,26.56363636,22.27551,33.7198,depolarized,0,0,0,0,0,0,1,1,5,8,,,,,,,,,,
H21.03.313.11.04.02.01,human,50uM psilocin,1,0,pyramidal,not healthy,73.455811,78.667206,248.41309,-99.182129,0.75219727,0.5,5.0452781,36.283138,1.1783185,-29.271149,106.8888889,21.37777778,17.9303,33.7198,depolarized,0,0,0,0,0,0,1,3,7,10,14,,,,,,,,,
H21.03.313.11.06.01.01,human,50uM psilocin,0,0,pyramidal,,64.483643,83.042564,292.3584,-93.994141,0.82580566,0.5,2.1592963,157.83844,0.95040214,-57.591816,17.27272727,3.454545455,12.213456,2,depolarized,0,2,9,14,18,21,24,26,27,29,30,32,,,,,,,,
H21.03.313.11.06.01.01,human,50uM psilocin,1,0,pyramidal,,59.020996,76.097321,225.5249,-76.904297,0.91760254,0.5,1.9436153,164.90215,0.99828368,-51.085079,18.5,3.7,9.2831178,2,depolarized,0,1,9,13,15,18,20,22,24,26,,,,,,,,,,
Htr3a-Cre_NO152;Ai14-589339.01.09.01,mouse,50uM psilocybin,0,0,pyramidal,,54.992676,88.788628,449.21875,-100.70801,0.73937988,0.95454544,9.5669918,114.77602,0.96393812,-68.957764,59,11.8,10.750987,-1.93707,hyperpolarized,0,0,3,10,11,14,15,17,19,22,,,,,,,,,,
Htr3a-Cre_NO152;Ai14-589339.01.09.01,mouse,50uM psilocybin,1,0,pyramidal,,25.054932,62.511444,224.91455,-83.007812,0.92175293,0.86363637,9.8946848,121.52043,0.99933141,-71.010345,17.125,3.425,5.75601,-1.93707,hyperpolarized,0,0,0,0,8,15,21,30,40,44,,,,,,,,,,
Vip-IRES-Cre;Ai14-589352.05.09.01,mouse,50uM psilocybin,0,0,pyramidal,,55.69458,84.327881,360.10742,-86.05957,0.89318848,0.5,6.8994741,106.03832,0.88072187,-69.804298,20.25,4.05,9.513198,4.99753,depolarized,0,3,11,15,18,20,21,23,26,30,33,,,,,,,,,
Vip-IRES-Cre;Ai14-589352.05.09.01,mouse,50uM psilocybin,1,0,pyramidal,,46.966553,73.591705,281.67725,-68.359375,0.98779297,0.5,4.9232349,95.501732,0.98561615,-63.828827,15.77777778,3.155555556,8.755539,4.99753,depolarized,0,0,0,0,7,11,17,24,29,33,,,,,,,,,,
Htr3a-Cre_NO152;Ai14-589340.06.09.01,mouse,50uM psilocin,0,0,pyramidal,,61.157227,89.949814,423.58398,-86.364746,0.8762207,0.59090906,5.4997973,79.928589,0.93615603,-68.603615,18.75,3.75,10.933431,49.8757,depolarized,0,0,3,11,16,19,21,24,26,29,,,,,,,,,,
Htr3a-Cre_NO152;Ai14-589340.06.09.01,mouse,50uM psilocin,1,0,pyramidal,,46.234131,76.944946,323.48633,-85.449219,0.83190918,0.5,3.4263971,131.53062,0.88542032,-64.69767,12.5,2.5,7.7067062,49.8757,depolarized,0,0,14,21,24,29,32,34,38,37,32,,,,,,,,,
Htr3a-Cre_NO152;Ai14-589340.05.09.01,mouse,50uM psilocin,0,0,pyramidal,,52.307129,85.557861,346.67969,-83.312988,0.91040039,0.68181819,5.7815027,71.600288,0.93745053,-78.800095,19.55555556,3.911111111,23.17601,-2,hyperpolarized,0,0,0,5,11,15,17,19,19,21,,,,,,,,,,
Htr3a-Cre_NO152;Ai14-589340.05.09.01,mouse,50uM psilocin,1,0,pyramidal,,47.424316,84.94458,307.31201,-77.514648,1.003418,0.5,3.5502646,99.693962,0.9945274,-77.331978,17.38461538,3.476923077,9.04184,-2,hyperpolarized,0,4,7,12,17,20,24,27,29,30,,,,,,,,,,
H21.03.315.11.08.01.01,human,50uM psilocin,0,0,pyramidal,,53.344727,86.252304,323.18115,-104.67529,0.76855469,0.59090906,4.4137497,60.601261,1.0069793,-70.581169,26,5.2,13.41013,8.41708,depolarized,0,0,0,0,0,6,10,13,16,18,,,,,,,,,,
H21.03.315.11.08.01.01,human,50uM psilocin,1,0,pyramidal,,50.140381,82.366707,285.94971,-100.70801,0.77734375,0.90909094,4.2097239,67.036461,1.0088921,-65.919991,39.625,7.925,10.160332,8.41708,depolarized,0,0,0,0,0,5,9,12,13,14,16,,,,,,,,,
H21.03.315.11.12.01.01,human,50uM psilocin,0,0,pyramidal,,50.964355,87.307724,389.70947,-99.487305,0.74938965,1.6363636,5.0325007,38.821583,1.2696234,-60.714569,41.53846154,8.307692308,10.513868,0,No change,0,0,0,0,0,1,2,7,11,13,16,,,,,,,,,
H21.03.315.11.12.01.01,human,50uM psilocin,1,0,pyramidal,,54.595947,89.537369,337.21924,-84.228516,0.91308594,1.2727273,4.3292828,40.636902,1.2439237,-59.840214,41.30769231,8.261538462,10.099784,0,No change,0,0,0,0,0,1,5,8,11,15,17,20,22,25,27,,,,,
H21.03.315.11.12.02.01,human,50uM psilocin,0,0,pyramidal,,56.152344,90.117691,347.29004,-82.092285,0.94091797,1.3636364,4.3354602,47.56575,1.1205577,-62.073879,19.53846154,3.907692308,7.38189,1.63926,depolarized,0,0,0,0,0,2,7,10,11,14,16,,,,,,,,,
H21.03.315.11.12.02.01,human,50uM psilocin,1,0,pyramidal,,53.833008,86.711319,332.33643,-77.819824,0.97497559,1.6363636,3.6255934,35.817226,1.1945486,-63.156406,33.2,6.64,8.684639,1.63926,depolarized,0,0,0,0,0,0,5,8,11,17,19,18,,,,,,,,
H21.06.356.11.07.01.01,human,50uM psilocin,0,0,pyramidal,,59.7229,88.448524,340.271,-114.74609,0.71606445,0.5,4.8839126,94.031136,1.0059987,-65.380669,55.15384615,11.03076923,16.642086,0,No change,0,0,0,3,11,17,20,23,26,28,30,32,,,,,,,,
H21.06.356.11.07.01.01,human,50uM psilocin,1,0,pyramidal,,57.952881,84.946152,296.93604,-112.30469,0.70812988,0.5,4.7357793,90.406227,0.96835029,-63.648891,41.5,8.3,10.798072,0,No change,0,0,0,0,4,11,16,20,23,25,28,,,,,,,,,
H21.06.356.11.08.01.01,human,50uM psilocin,0,0,pyramidal,,52.246094,89.244484,316.16211,-102.23389,0.76550293,1.4090909,4.8643746,70.48967,1.2099354,-65.19577,41.92307692,8.384615385,11.989769,-5.52808,hyperpolarized,0,0,0,4,10,16,21,24,28,31,,,,,,,,,,
H21.06.356.11.08.01.01,human,50uM psilocin,1,0,pyramidal,,48.522949,85.385574,289.30664,-107.42188,0.72961426,1.3181819,5.0686722,75.742378,1.122684,-66.668251,53.60869565,10.72173913,11.29422,-5.52808,hyperpolarized,0,0,0,0,6,12,17,20,23,25,28,,,,,,,,,
H21.06.356.11.06.01.01,human,50uM psilocin,0,0,pyramidal,,48.858643,84.365341,339.05029,-81.787109,0.83898926,1.6363636,4.3715849,49.886593,1.2826096,-64.927162,29.41666667,5.883333333,9.514916,0,No change,0,0,0,1,2,7,11,16,20,24,27,,,,,,,,,
H21.06.356.11.06.01.01,human,50uM psilocin,1,0,pyramidal,,45.288086,81.613693,317.38281,-82.397461,0.82116699,1.2272727,4.8371272,47.988121,1.2292868,-64.716476,26.54545455,5.309090909,9.78862,0,No change,0,0,0,0,1,2,7,12,16,19,23,,,,,,,,,
H21.06.357.11.06.01.01,human,50uM psilocybin,0,0,pyramidal,,46.081543,77.395111,344.54346,-130.61523,0.59240723,1,4.0592127,69.632591,1.1523712,-70.107704,33.57142857,6.714285714,11.90315,-3.5,hyperpolarized,0,0,0,0,1,2,8,14,18,22,,,,,,,,,,
H21.06.357.11.06.01.01,human,50uM psilocybin,1,0,pyramidal,2nd day human,44.372559,76.06089,321.04492,-124.20654,0.61938477,1.0454545,6.0650725,52.309597,1.0621464,-71.728813,48.71428571,9.742857143,11.58235,-3.5,hyperpolarized,0,0,0,0,0,0,0,0,0,0,1,3,7,13,15,,,,,
Sst-IRES-Cre;Ai14-591334.05.09.01,mouse,50uM psilocybin,0,0,pyramidal,,47.332764,90.983109,452.88086,-113.22021,0.69018555,0.63636363,6.436749,56.83593,0.91499412,-87.906342,109,21.8,9.66092,-1.61104,hyperpolarized,0,0,0,0,8,15,20,24,26,28,29,,,,,,,,,
Sst-IRES-Cre;Ai14-591334.05.09.01,mouse,50uM psilocybin,1,0,pyramidal,,43.273926,90.875954,424.80469,-119.62891,0.68334961,0.5,8.8521414,54.359795,0.95102745,-86.78672,83.625,16.725,8.21466,-1.61104,hyperpolarized,0,0,0,0,0,0,0,0,1,4,7,,,,,,,,,
Sst-IRES-Cre;Ai14-591334.06.09.01,mouse,50uM psilocybin,0,0,pyramidal,,51.239014,82.233665,328.67432,-86.669922,0.85693359,0.5,4.4022274,103.90499,0.92570668,-69.218155,32.75,6.55,8.591515,-1.51787,hyperpolarized,0,0,6,11,15,20,23,27,30,32,,,,,,,,,,
Sst-IRES-Cre;Ai14-591334.06.09.01,mouse,50uM psilocybin,1,0,pyramidal,,45.837402,77.47963,296.32568,-84.533691,0.90234375,0.5,5.2169318,117.33021,0.95453453,-67.324219,11.55555556,2.311111111,7.071861,-1.51787,hyperpolarized,0,0,1,8,12,17,23,28,31,34,31,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-591727.07.09.01,mouse,50uM psilocybin,0,0,pyramidal,,55.358887,84.272087,320.43457,-76.599121,0.95214844,0.5,4.781858,87.566544,0.95440155,-67.474358,13.07142857,2.614285714,9.12859,3.41226,depolarized,0,0,0,0,2,3,4,7,10,13,15,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-591727.07.09.01,mouse,50uM psilocybin,1,0,pyramidal,,51.574707,82.802383,304.87061,-83.007812,0.9185791,0.5,4.6695967,103.44661,0.9688049,-62.055527,13.72727273,2.745454545,7.332305,3.41226,depolarized,0,0,0,0,2,6,7,12,17,22,,,,,,,,,,
